text, lemma_, pos_, tag_, dep_, is_alpha, is_stop, count, samples
peek_message,peek_message,NOUN,NNS,pobj,False,False,1,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ']
maanged,maanged,ADJ,JJ,amod,True,False,1,[u'List maanged databases on a managed instance ']
currently,currently,ADV,RB,advmod,True,False,12,[u'Lists the deleted certificates in the specified vault currently available for recovery The GetDeletedCertificates operation retrieves the certificates in the current vault which are in a deleted state and ready for recovery or purging ', u'Merges a certificate or a certificate chain with a key pair existing on the server The MergeCertificate operation performs the merging of a certificate or certificate chain with a key pair currently available in the service Authorization requires the certificates update permission ']
partition,partition,NOUN,NNS,pobj,True,False,3,[u'Retrieves the list of table partitions from the Data Lake Analytics catalog ', u'Retrieves the specified table partition from the Data Lake Analytics catalog ']
symmetric,symmetric,ADJ,JJ,acomp,True,False,1,[u'Gets the public part of a stored key The get key operation is applicable to all key types If the requested key is symmetric then no key material is released in the response ']
completion,completion,NOUN,NN,pobj,True,False,1,[u'Waits for specified job completion and setups the exit code to the job s exit code ']
state,state,NOUN,NNS,ROOT,True,False,52,[u'List policy compliance states ', u'Place the CLI in a waiting state until a deployment condition is met ']
routing,routing,NOUN,NN,compound,True,False,8,[u'Evaluate probe information and define routing rules ', u'Manage application level routing and load balancing services ']
trusted,trusted,ADJ,JJ,amod,True,False,1,[u'Creates or updates the specified trusted identity provider During update the trusted identity provider with the specified name will be replaced with this new provider ']
between,between,ADP,IN,prep,True,False,11,[u'Permanently stop data replication between two database replicas ', u' PREVIEW Manage links between Data Lake Analytics accounts and Azure Storage ']
progress,progress,NOUN,NN,pobj,True,False,6,[u'Copies a file asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The File service copies files on a best effort basis If the destination file exists it will be overwritten The destination file cannot be modified while the copy operation is in progress ', u'Copies a blob asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The Blob service copies blobs on a best effort basis The source blob for a copy operation may be a block blob an append blob or a page blob If the destination blob already exists it must be of the same blob type as the source blob Any existing destination blob will be overwritten The destination blob cannot be modified while a copy operation is in progress When copying from a page blob the Blob service creates a destination page blob of the source blob s length initially containing all zeroes Then the source page ranges are enumerated and non empty ranges are copied For a block blob or an append blob the Blob service creates a committed blob of zero length before returning from this operation When copying from a block blob all committed blocks and their block IDs are copied Uncommitted blocks are not copied At the end of the copy operation the destination blob will have the same committed block count as the source When copying from an append blob all committed blocks are copied At the end of the copy operation the destination blob will have the same committed block count as the source For all blob types you can call get_blob_properties on the destination blob to check the status of the copy operation The final blob will be committed when the copy completes ']
